date,breakdown_type,group,factor,horizon,n,total_rows,coverage,rank_ic,pearson_corr
2024-10-04,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.77142857,0.06299819
2024-10-04,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.56428809,0.64835004
2024-10-04,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.97447943
2024-10-04,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.77459667,0.88425936
2024-10-04,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.5,-0.5885754
2024-10-11,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.11595421,-0.58212952
2024-10-11,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.14285714,0.3851351
2024-10-11,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.02857143,0.13824161
2024-10-11,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.46169026,0.60918637
2024-10-11,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.25819889,0.4819766
2024-10-11,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.90677309
2024-10-11,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.52254373,-0.6431385
2024-10-18,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.33394721,-0.538327
2024-10-18,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.60875959,0.57835362
2024-10-18,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.14285714,0.36023283
2024-10-18,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.70710678,0.3042773
2024-10-18,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.31622777,0.13019703
2024-10-18,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.89466761
2024-10-18,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.67857143,-0.6215329
2024-10-25,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.94285714,-0.83374367
2024-10-25,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.71428571,0.65938616
2024-10-25,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.08571429,0.29723121
2024-10-25,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.4,0.36220287
2024-10-25,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.4633323
2024-10-25,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.8445014
2024-10-25,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.46428571,-0.45651367
2024-11-01,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-1.0,-0.69399163
2024-11-01,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.25714286,-0.10084556
2024-11-01,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.08571429,-0.04097697
2024-11-01,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.6,-0.27320918
2024-11-01,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.4,0.04801949
2024-11-01,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.789498
2024-11-01,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.67857143,-0.7428095
2024-11-08,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.49280538,-0.28948767
2024-11-08,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.0579771,0.03087184
2024-11-08,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.31428571,0.34818223
2024-11-08,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.88647045
2024-11-08,category,international,drawdown_from_52w_high,12w,4,4,1.0,1.0,0.97184449
2024-11-08,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.64285714,-0.60196394
2024-11-15,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.65714286,-0.75351222
2024-11-15,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.08571429,0.02183685
2024-11-15,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.08571429,-0.19591352
2024-11-15,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.3354102,-0.04344009
2024-11-15,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.77583658
2024-11-15,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.52401516
2024-11-15,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.75,-0.76377836
2024-11-22,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.6761234,-0.68854628
2024-11-22,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,-0.00864711
2024-11-22,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.25714286,-0.28594255
2024-11-22,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.0,0.09850169
2024-11-22,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.63245553,0.67458864
2024-11-22,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.2713619
2024-11-22,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.42857143,-0.54558771
2024-11-29,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.03035884,-0.27957182
2024-11-29,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.08571429,-0.2436866
2024-11-29,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.08571429,0.13545281
2024-11-29,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.77459667,0.67758011
2024-11-29,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.2,-0.54258178
2024-11-29,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.39285714,-0.49859527
2024-12-06,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.03035884,-0.12433666
2024-12-06,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.45538256,-0.38013346
2024-12-06,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.14285714,-0.2603535
2024-12-06,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.1,0.22324999
2024-12-06,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,1.0,0.92535663
2024-12-06,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.26433173
2024-12-06,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.35714286,0.1431969
2024-12-13,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.54285714,0.20104726
2024-12-13,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.34786262,-0.67209622
2024-12-13,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.82857143,-0.50276378
2024-12-13,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.6,-0.44574366
2024-12-13,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.67791783
2024-12-13,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.23735424
2024-12-13,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.21428571,0.40448376
2024-12-20,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.2,0.05352507
2024-12-20,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.81167945,0.54551431
2024-12-20,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.41765702
2024-12-20,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.7,-0.51340455
2024-12-20,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.62123188
2024-12-20,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.2,0.01361386
2024-12-20,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.39285714,0.69464234
2024-12-27,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.2,-0.43437949
2024-12-27,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.69572524,0.30355145
2024-12-27,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.54285714,-0.36756963
2024-12-27,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.7,-0.31696878
2024-12-27,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.59393548
2024-12-27,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.04319883
2024-12-27,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.64285714,0.78819006
2025-01-03,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.48571429,-0.66498507
2025-01-03,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.6,0.45487848
2025-01-03,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.60964849
2025-01-03,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.0,-0.20880213
2025-01-03,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.48928527
2025-01-03,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.4,-0.15929519
2025-01-03,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.71428571,0.82855044
2025-01-10,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.25714286,-0.55735493
2025-01-10,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,0.13884492
2025-01-10,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.48571429,-0.69585838
2025-01-10,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.3,-0.18709241
2025-01-10,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.2,0.13179228
2025-01-10,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,-0.2876922
2025-01-10,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.60714286,0.74436512
2025-01-17,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.31428571,-0.6038921
2025-01-17,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.6,0.43331671
2025-01-17,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.48571429,-0.65042228
2025-01-17,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.4472136,-0.33771844
2025-01-17,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.52084472
2025-01-17,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.79953356
2025-01-17,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.64285714,0.5043831
2025-01-24,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.02857143,-0.47771721
2025-01-24,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.5768179,0.81845091
2025-01-24,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.48571429,-0.60129557
2025-01-24,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.35355339,-0.47435926
2025-01-24,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.25819889,0.11962981
2025-01-24,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.82896852
2025-01-24,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.63065622,0.63363697
2025-01-31,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.08696566,-0.39529075
2025-01-31,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.88040627,0.91523036
2025-01-31,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.31428571,-0.44486137
2025-01-31,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.78262379,-0.77147007
2025-01-31,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-1.0,-0.99252713
2025-01-31,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.85353861
2025-01-31,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.57142857,0.71080541
2025-02-07,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.03035884,-0.18906896
2025-02-07,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.77142857,0.67344332
2025-02-07,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.54285714,-0.1783861
2025-02-07,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.78262379,-0.59685198
2025-02-07,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,-0.36785847
2025-02-07,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.85322276
2025-02-07,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.67857143,0.68917277
2025-02-14,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.15179419,-0.32915438
2025-02-14,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.6,0.77295554
2025-02-14,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.33098183
2025-02-14,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.78262379,-0.53492046
2025-02-14,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.31622777,-0.44183594
2025-02-14,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.25819889,-0.28557626
2025-02-14,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.53571429,0.45927102
2025-02-21,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.02857143,-0.22420081
2025-02-21,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.65714286,0.73102129
2025-02-21,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.88571429,-0.71425549
2025-02-21,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.6,-0.81082144
2025-02-21,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.61963558
2025-02-21,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.25819889,0.25859432
2025-02-21,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.07142857,-0.16847276
2025-02-28,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.02857143,-0.3781268
2025-02-28,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.77142857,0.85457507
2025-02-28,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.72510319
2025-02-28,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.15389675,-0.42923268
2025-02-28,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-1.0,-0.90192554
2025-02-28,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.34313672
2025-02-28,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.32142857,-0.32595711
2025-03-07,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.14285714,-0.34735645
2025-03-07,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.82857143,0.89469149
2025-03-07,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.74280373
2025-03-07,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.5,0.55641236
2025-03-07,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.08332949
2025-03-07,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.6,0.54254222
2025-03-07,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.28571429,-0.35126377
2025-03-14,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.08571429,-0.3458437
2025-03-14,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,0.08990208
2025-03-14,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.70332934
2025-03-14,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.5,0.53915107
2025-03-14,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.59933118
2025-03-14,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.0,0.19468091
2025-03-14,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.67857143,-0.57953359
2025-03-21,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.25714286,-0.43217572
2025-03-21,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,0.58004013
2025-03-21,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.65714286,-0.42567515
2025-03-21,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.6,0.48750774
2025-03-21,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-1.0,-0.75529771
2025-03-21,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.21484026
2025-03-21,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.60714286,-0.69233224
2025-03-28,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,-0.04477544
2025-03-28,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.6,0.65683864
2025-03-28,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.6,-0.33553183
2025-03-28,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.6,0.91483195
2025-03-28,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,-0.8,-0.57880457
2025-03-28,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.0,0.22458855
2025-03-28,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.32142857,-0.20706911
2025-04-04,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.88571429,0.90010353
2025-04-04,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.6,0.69935989
2025-04-04,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.77142857,-0.06974313
2025-04-04,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.9,0.97527305
2025-04-04,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.372525
2025-04-04,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.30783183
2025-04-04,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.21428571,0.35328179
2025-04-11,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.94285714,0.95619826
2025-04-11,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.42857143,0.23591632
2025-04-11,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.31428571,0.37954963
2025-04-11,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,1.0,0.96392132
2025-04-11,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.662455
2025-04-11,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.20123161
2025-04-11,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.0,0.19220813
2025-04-17,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,1.0,0.99106538
2025-04-17,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.6,0.66085233
2025-04-17,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.14285714,-0.01712646
2025-04-17,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,1.0,0.95690727
2025-04-17,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.54600704
2025-04-17,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.6,-0.59102646
2025-04-17,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.35714286,0.31984745
2025-04-25,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.94285714,0.97768373
2025-04-25,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,0.54242385
2025-04-25,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.37142857,-0.38759137
2025-04-25,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.6,0.83417085
2025-04-25,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.38369882
2025-04-25,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.0985234
2025-04-25,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.10714286,0.04062715
2025-05-02,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.82857143,0.97038718
2025-05-02,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.48571429,0.31339253
2025-05-02,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.08571429,-0.38861122
2025-05-02,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.6,0.81287709
2025-05-02,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.36261195
2025-05-02,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.6,-0.57085519
2025-05-02,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.10714286,-0.04234588
2025-05-09,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.94285714,0.91962627
2025-05-09,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.08571429,0.06749375
2025-05-09,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.2,-0.3627786
2025-05-09,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.6,0.69698771
2025-05-09,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.46759251
2025-05-09,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.11519497
2025-05-09,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.03571429,-0.10161742
2025-05-16,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.88571429,0.9037108
2025-05-16,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.14285714,-0.26233132
2025-05-16,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,-0.14285714,-0.31080113
2025-05-16,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.56428809,0.48360158
2025-05-16,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.10540926,0.39811338
2025-05-16,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.4987209
2025-05-16,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.42857143,-0.37088147
2025-05-23,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.88571429,0.90723668
2025-05-23,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,-0.14285714,-0.08059911
2025-05-23,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.42857143,0.24906176
2025-05-23,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.6,0.58574861
2025-05-23,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.42278379
2025-05-23,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.4,0.46022408
2025-05-23,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.0,0.0186553
2025-05-30,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.77142857,0.86588649
2025-05-30,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.14285714,-0.04792988
2025-05-30,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.37142857,0.30790438
2025-05-30,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.56428809,0.80285515
2025-05-30,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.77612807
2025-05-30,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.48244536
2025-05-30,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.64285714,0.21920435
2025-06-06,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.42857143,0.77154591
2025-06-06,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.08571429,0.28611973
2025-06-06,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.2,0.17477431
2025-06-06,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.56428809,0.88198905
2025-06-06,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.73840419
2025-06-06,category,international,drawdown_from_52w_high,12w,4,4,1.0,-0.4,-0.23934742
2025-06-06,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.28571429,0.14063757
2025-06-13,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.37142857,0.58730573
2025-06-13,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.71428571,0.62164362
2025-06-13,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.2,-0.01466352
2025-06-13,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,0.7,0.59896842
2025-06-13,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.8,0.86394887
2025-06-13,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,-0.06982367
2025-06-13,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.14285714,-0.21915731
2025-06-20,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,0.25714286,0.4593226
2025-06-20,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.48571429,0.45710952
2025-06-20,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.37142857,0.43848692
2025-06-20,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.9,-0.60150245
2025-06-20,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,1.0,0.86056748
2025-06-20,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,-0.20046626
2025-06-20,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,-0.71428571,-0.77861986
2025-06-27,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.42857143,-0.37595113
2025-06-27,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.49280538,0.63661589
2025-06-27,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.37142857,0.3156666
2025-06-27,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.8,-0.73316115
2025-06-27,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.18477126
2025-06-27,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,-0.16939996
2025-06-27,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.0,-0.18662701
2025-07-03,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.6,-0.45614496
2025-07-03,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.49280538,0.65208733
2025-07-03,category,defensive_healthcare,drawdown_from_52w_high,12w,6,6,1.0,0.37142857,0.30876755
2025-07-03,category,financial_payments,drawdown_from_52w_high,12w,5,5,1.0,-0.78262379,-0.88559053
2025-07-03,category,industrial_diversified,drawdown_from_52w_high,12w,4,4,1.0,1.0,0.8192044
2025-07-03,category,international,drawdown_from_52w_high,12w,4,4,1.0,0.2,0.07996322
2025-07-03,category,semiconductors,drawdown_from_52w_high,12w,7,7,1.0,0.18018749,0.41514264
2025-07-11,category,consumer_retail,drawdown_from_52w_high,12w,6,6,1.0,-0.48571429,-0.32694003
2025-07-11,category,core_technology,drawdown_from_52w_high,12w,6,6,1.0,0.40583972,0.6611974
