strategy,symbol,signal_date,execution_date,status,execution_price,gross_invested,commission,slippage_cost,base,extra,crash
reserve_fixed,BYDDY,2021-09-03,2021-09-07,executed,11.20662351,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-09-03,2021-09-07,executed,289.57604466,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-09-03,2021-09-07,executed,289.57604466,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-09-03,2021-09-07,executed,22.76968916,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-09-03,2021-09-07,executed,22.76968916,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-09-03,2021-09-07,executed,151.35929283,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-09-03,2021-09-07,executed,151.35929283,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-09-03,2021-09-07,executed,825.96971347,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-09-03,2021-09-07,executed,825.96971347,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-09-03,2021-09-07,executed,48.84236098,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-09-03,2021-09-07,executed,48.84236098,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-09-03,2021-09-07,executed,11.20662351,24.5,0.02,0.01,22.5,2.0,0.0
dca_l2_v2,MSFT,2021-09-03,2021-09-07,executed,289.57604466,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2021-09-03,2021-09-07,executed,22.76968916,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2021-09-03,2021-09-07,executed,151.35929283,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2021-09-03,2021-09-07,executed,825.96971347,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2021-09-03,2021-09-07,executed,48.84236098,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2021-09-13,2021-09-14,executed,10.79305283,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-09-13,2021-09-14,executed,10.79305283,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-09-13,2021-09-14,executed,288.1812166,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-09-13,2021-09-14,executed,288.1812166,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-09-13,2021-09-14,executed,22.21323507,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-09-13,2021-09-14,executed,22.21323507,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-09-13,2021-09-14,executed,146.84692377,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-09-13,2021-09-14,executed,146.84692377,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-09-13,2021-09-14,executed,843.65754496,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-09-13,2021-09-14,executed,843.65754496,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-09-13,2021-09-14,executed,48.61975973,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-09-13,2021-09-14,executed,48.61975973,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-09-13,2021-09-14,executed,10.79305283,24.11,0.02,0.01,22.5,1.61,0.0
dca_l2_v2,MSFT,2021-09-13,2021-09-14,executed,288.1812166,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2021-09-13,2021-09-14,executed,22.21323507,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2021-09-13,2021-09-14,executed,146.84692377,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2021-09-13,2021-09-14,executed,843.65754496,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2021-09-13,2021-09-14,executed,48.61975973,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2021-09-20,2021-09-21,executed,9.95303903,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-09-20,2021-09-21,executed,9.95303903,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-09-20,2021-09-21,executed,284.45811198,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-09-20,2021-09-21,executed,284.45811198,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-09-20,2021-09-21,executed,21.35761247,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-09-20,2021-09-21,executed,21.35761247,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-09-20,2021-09-21,executed,140.57648712,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-09-20,2021-09-21,executed,140.57648712,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-09-20,2021-09-21,executed,820.91990883,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-09-20,2021-09-21,executed,820.91990883,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-09-20,2021-09-21,executed,47.28949693,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-09-20,2021-09-21,executed,47.28949693,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-09-20,2021-09-21,executed,9.95303903,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2021-09-20,2021-09-21,executed,284.45811198,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2021-09-20,2021-09-21,executed,21.35761247,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2021-09-20,2021-09-21,executed,140.57648712,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2021-09-20,2021-09-21,executed,820.91990883,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2021-09-20,2021-09-21,executed,47.28949693,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2021-09-27,2021-09-28,executed,9.91441773,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-09-27,2021-09-28,executed,9.91441773,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-09-27,2021-09-28,executed,278.79180124,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-09-27,2021-09-28,executed,278.79180124,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-09-27,2021-09-28,executed,21.1551753,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-09-27,2021-09-28,executed,21.1551753,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-09-27,2021-09-28,executed,139.91234421,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-09-27,2021-09-28,executed,139.91234421,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-09-27,2021-09-28,executed,758.72110397,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-09-27,2021-09-28,executed,758.72110397,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-09-27,2021-09-28,executed,46.48091384,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-09-27,2021-09-28,executed,46.48091384,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-09-27,2021-09-28,executed,9.91441773,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2021-09-27,2021-09-28,executed,278.79180124,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2021-09-27,2021-09-28,executed,21.1551753,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2021-09-27,2021-09-28,executed,139.91234421,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2021-09-27,2021-09-28,executed,758.72110397,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2021-09-27,2021-09-28,executed,46.48091384,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2021-10-04,2021-10-05,executed,10.17833062,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-10-04,2021-10-05,executed,10.17833062,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-10-04,2021-10-05,executed,273.26027286,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-10-04,2021-10-05,executed,273.26027286,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-10-04,2021-10-05,executed,19.89468037,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-10-04,2021-10-05,executed,19.89468037,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-10-04,2021-10-05,executed,136.23992292,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-10-04,2021-10-05,executed,136.23992292,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-10-04,2021-10-05,executed,692.0928695,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-10-04,2021-10-05,executed,692.0928695,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-10-04,2021-10-05,executed,46.09834866,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-10-04,2021-10-05,executed,46.09834866,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-10-04,2021-10-05,executed,10.17833062,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2021-10-04,2021-10-05,executed,273.26027286,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2021-10-04,2021-10-05,executed,19.89468037,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2021-10-04,2021-10-05,executed,136.23992292,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2021-10-04,2021-10-05,executed,692.0928695,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2021-10-04,2021-10-05,executed,46.09834866,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2021-10-11,2021-10-12,executed,10.62086678,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-10-11,2021-10-12,executed,10.62086678,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-10-11,2021-10-12,executed,284.12146074,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-10-11,2021-10-12,executed,284.12146074,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-10-11,2021-10-12,executed,20.77024393,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-10-11,2021-10-12,executed,20.77024393,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-10-11,2021-10-12,executed,139.89279644,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-10-11,2021-10-12,executed,139.89279644,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-10-11,2021-10-12,executed,700.64571678,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-10-11,2021-10-12,executed,700.64571678,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-10-11,2021-10-12,executed,47.31557797,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-10-11,2021-10-12,executed,47.31557797,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-10-11,2021-10-12,executed,10.62086678,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2021-10-11,2021-10-12,executed,284.12146074,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2021-10-11,2021-10-12,executed,20.77024393,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2021-10-11,2021-10-12,executed,139.89279644,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2021-10-11,2021-10-12,executed,700.64571678,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2021-10-11,2021-10-12,executed,47.31557797,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2021-10-18,2021-10-19,executed,11.64433126,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-10-18,2021-10-19,executed,11.64433126,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-10-18,2021-10-19,executed,296.6372505,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-10-18,2021-10-19,executed,296.6372505,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-10-18,2021-10-19,executed,22.21423056,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-10-18,2021-10-19,executed,22.21423056,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-10-18,2021-10-19,executed,143.5847595,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-10-18,2021-10-19,executed,143.5847595,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-10-18,2021-10-19,executed,752.36365583,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-10-18,2021-10-19,executed,752.36365583,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-10-18,2021-10-19,executed,46.98519286,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-10-18,2021-10-19,executed,46.98519286,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-10-18,2021-10-19,executed,11.64433126,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2021-10-18,2021-10-19,executed,296.6372505,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2021-10-18,2021-10-19,executed,22.21423056,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2021-10-18,2021-10-19,executed,143.5847595,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2021-10-18,2021-10-19,executed,752.36365583,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2021-10-18,2021-10-19,executed,46.98519286,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2021-10-25,2021-10-26,executed,13.03148248,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-10-25,2021-10-26,executed,13.03148248,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-10-25,2021-10-26,executed,299.18660254,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-10-25,2021-10-26,executed,299.18660254,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2021-10-25,2021-10-26,executed,23.92248026,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2021-10-25,2021-10-26,executed,23.92248026,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2021-10-25,2021-10-26,executed,145.8506819,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2021-10-25,2021-10-26,executed,145.8506819,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2021-10-25,2021-10-26,executed,760.21013911,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2021-10-25,2021-10-26,executed,760.21013911,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2021-10-25,2021-10-26,executed,47.22865152,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2021-10-25,2021-10-26,executed,47.22865152,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2021-10-25,2021-10-26,executed,13.03148248,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2021-10-25,2021-10-26,executed,299.18660254,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2021-10-25,2021-10-26,executed,23.92248026,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2021-10-25,2021-10-26,executed,145.8506819,11.29,0.01,0.01,11.25,0.04,0.0
dca_l2_v2,ASML,2021-10-25,2021-10-26,executed,760.21013911,8.56,0.01,0.0,7.5,1.06,0.0
dca_l2_v2,KO,2021-10-25,2021-10-26,executed,47.22865152,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2021-11-01,2021-11-02,executed,12.22043216,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2021-11-01,2021-11-02,executed,12.22043216,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2021-11-01,2021-11-02,executed,317.76312616,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2021-11-01,2021-11-02,executed,317.76312616,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2021-11-01,2021-11-02,executed,25.75039876,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2021-11-01,2021-11-02,executed,25.75039876,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2021-11-01,2021-11-02,executed,145.19632788,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2021-11-01,2021-11-02,executed,145.19632788,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2021-11-01,2021-11-02,executed,777.41307528,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2021-11-01,2021-11-02,executed,777.41307528,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2021-11-01,2021-11-02,executed,49.09796371,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2021-11-01,2021-11-02,executed,49.09796371,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2021-11-01,2021-11-02,executed,12.22043216,18.68,0.02,0.01,18.0,0.68,0.0
dca_l2_v2,MSFT,2021-11-01,2021-11-02,executed,317.76312616,13.2,0.01,0.01,13.2,0.0,0.0
dca_l2_v2,NVDA,2021-11-01,2021-11-02,executed,25.75039876,10.8,0.01,0.01,10.8,0.0,0.0
dca_l2_v2,AAPL,2021-11-01,2021-11-02,executed,145.19632788,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,ASML,2021-11-01,2021-11-02,executed,777.41307528,6.63,0.01,0.0,6.0,0.63,0.0
dca_l2_v2,KO,2021-11-01,2021-11-02,executed,49.09796371,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2021-11-08,2021-11-09,executed,12.85285922,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2021-11-08,2021-11-09,executed,12.85285922,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2021-11-08,2021-11-09,executed,324.30473833,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2021-11-08,2021-11-09,executed,324.30473833,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2021-11-08,2021-11-09,executed,32.1924852,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2021-11-08,2021-11-09,executed,32.1924852,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2021-11-08,2021-11-09,executed,146.91451555,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2021-11-08,2021-11-09,executed,146.91451555,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2021-11-08,2021-11-09,executed,815.39758805,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2021-11-08,2021-11-09,executed,815.39758805,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2021-11-08,2021-11-09,executed,49.04579664,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2021-11-08,2021-11-09,executed,49.04579664,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2021-11-08,2021-11-09,executed,12.85285922,18.0,0.02,0.01,18.0,0.0,0.0
dca_l2_v2,MSFT,2021-11-08,2021-11-09,executed,324.30473833,13.2,0.01,0.01,13.2,0.0,0.0
dca_l2_v2,NVDA,2021-11-08,2021-11-09,executed,32.1924852,10.8,0.01,0.01,10.8,0.0,0.0
dca_l2_v2,AAPL,2021-11-08,2021-11-09,executed,146.91451555,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,ASML,2021-11-08,2021-11-09,executed,815.39758805,6.0,0.01,0.0,6.0,0.0,0.0
dca_l2_v2,KO,2021-11-08,2021-11-09,executed,49.04579664,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2021-11-15,2021-11-16,executed,12.29445616,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2021-11-15,2021-11-16,executed,12.29445616,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2021-11-15,2021-11-16,executed,322.92916189,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2021-11-15,2021-11-16,executed,322.92916189,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2021-11-15,2021-11-16,executed,29.67648183,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2021-11-15,2021-11-16,executed,29.67648183,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2021-11-15,2021-11-16,executed,146.66018445,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2021-11-15,2021-11-16,executed,146.66018445,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2021-11-15,2021-11-16,executed,814.92864169,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2021-11-15,2021-11-16,executed,814.92864169,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2021-11-15,2021-11-16,executed,49.22837789,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2021-11-15,2021-11-16,executed,49.22837789,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2021-11-15,2021-11-16,executed,12.29445616,18.64,0.02,0.01,18.0,0.64,0.0
dca_l2_v2,MSFT,2021-11-15,2021-11-16,executed,322.92916189,13.2,0.01,0.01,13.2,0.0,0.0
dca_l2_v2,NVDA,2021-11-15,2021-11-16,executed,29.67648183,10.8,0.01,0.01,10.8,0.0,0.0
dca_l2_v2,AAPL,2021-11-15,2021-11-16,executed,146.66018445,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,ASML,2021-11-15,2021-11-16,executed,814.92864169,6.0,0.01,0.0,6.0,0.0,0.0
dca_l2_v2,KO,2021-11-15,2021-11-16,executed,49.22837789,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2021-11-22,2021-11-23,executed,13.18757549,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2021-11-22,2021-11-23,executed,13.18757549,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2021-11-22,2021-11-23,executed,324.84031099,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2021-11-22,2021-11-23,executed,324.84031099,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2021-11-22,2021-11-23,executed,31.44755892,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2021-11-22,2021-11-23,executed,31.44755892,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2021-11-22,2021-11-23,executed,157.59565045,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2021-11-22,2021-11-23,executed,157.59565045,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2021-11-22,2021-11-23,executed,776.78146563,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2021-11-22,2021-11-23,executed,776.78146563,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2021-11-22,2021-11-23,executed,48.39370676,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2021-11-22,2021-11-23,executed,48.39370676,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2021-11-22,2021-11-23,executed,13.18757549,18.0,0.02,0.01,18.0,0.0,0.0
dca_l2_v2,MSFT,2021-11-22,2021-11-23,executed,324.84031099,13.2,0.01,0.01,13.2,0.0,0.0
dca_l2_v2,NVDA,2021-11-22,2021-11-23,executed,31.44755892,10.8,0.01,0.01,10.8,0.0,0.0
dca_l2_v2,AAPL,2021-11-22,2021-11-23,executed,157.59565045,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,ASML,2021-11-22,2021-11-23,executed,776.78146563,6.29,0.01,0.0,6.0,0.29,0.0
dca_l2_v2,KO,2021-11-22,2021-11-23,executed,48.39370676,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2021-11-29,2021-11-30,executed,12.90757156,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2021-11-29,2021-11-30,executed,12.90757156,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2021-11-29,2021-11-30,executed,323.17293972,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2021-11-29,2021-11-30,executed,323.17293972,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2021-11-29,2021-11-30,executed,33.07702024,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2021-11-29,2021-11-30,executed,33.07702024,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2021-11-29,2021-11-30,executed,156.49035007,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2021-11-29,2021-11-30,executed,156.49035007,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2021-11-29,2021-11-30,executed,772.38881341,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2021-11-29,2021-11-30,executed,772.38881341,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2021-11-29,2021-11-30,executed,46.96402928,3.6,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2021-11-29,2021-11-30,executed,46.96402928,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2021-11-29,2021-11-30,executed,12.90757156,17.33,0.02,0.01,17.33,0.0,0.0
dca_l2_v2,MSFT,2021-11-29,2021-11-30,executed,323.17293972,12.71,0.01,0.01,12.71,0.0,0.0
dca_l2_v2,NVDA,2021-11-29,2021-11-30,executed,33.07702024,10.4,0.01,0.01,10.4,0.0,0.0
dca_l2_v2,AAPL,2021-11-29,2021-11-30,executed,156.49035007,8.66,0.01,0.0,8.66,0.0,0.0
dca_l2_v2,ASML,2021-11-29,2021-11-30,executed,772.38881341,5.78,0.01,0.0,5.78,0.0,0.0
dca_l2_v2,KO,2021-11-29,2021-11-30,executed,46.96402928,2.89,0.0,0.0,2.89,0.0,0.0
fixed,BYDDY,2021-12-06,2021-12-07,executed,12.13997095,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2021-12-06,2021-12-07,executed,12.13997095,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2021-12-06,2021-12-07,executed,319.62629228,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2021-12-06,2021-12-07,executed,319.62629228,16.5,0.02,0.01,16.5,0.0,0.0
